,0
1296,"cabinet du rouilon 3, place du rouillon, 91000 evry"
1299,prenc
1300,lexomil 6mg cpr tb30
1304,desperey
1305,cabinet de gynecologie obstetrique
1307,131023541
1308,"(articles 3131, 4411 et 4416 du code penal, articles l 11413 et l 162114 du code de la securite sociale)"
1310,centre hospitalier
1312,<alopurinel
1314,mediterranee
1315,publique
1319,42 ans
1320,8x dafalgan codeine cpr effv tb16 (34009 3331677 8)
1321,"membre dune association de gestion agreec, reglement des honoraires par cheque accepte,"
1322,nee le 
1323,19 square de verdun
1324,| 3 x seresta 50mg cpr sec 20 34009 3095969 5
1325,cpa
1326,74 oncologie radiotherapie conventionne
1327,sur rdv 15h20h00
1328,mercredi
1329,"3,57 65%"
1331,le 11/05/2021
1333,mercredi et vendredi
1334,zyma d 10 000 ou adrigyl 10 000
1336,radiologie 92
1339,diamox 250mg (acetazolamide) comprime
1340,"10- cokenzen 8mg/12,5mg cpr sec 30 (candesartan + hyd"
1341,"2,57 100%"
1343,raison sociale
1344,le 02/10/2021
1346,"j sanche,, f staub, s taifour, e viry,"
1347,de de p
1348,ouvert 24h/24 7j/7
1349,6 boites
1350,irm scanner porte verte
1353,99ss
1354,mercredi de 10h a 12r
1355,et metaboliques
1358,delivrance exceptionnelle car pneumologue non joignable (conges) et impossibilite dobtenir une ordonnance du
1359,simbrinza
1363, stilnox 10 mg cpr pell sec 2plq/7 (14) (zolpidem tartrate dix milligrammes comprime)
1364,(dci) nitrofurantoine gelule 50 mg
1366,mte non substituable
1367,* bandelettes et lancettes pour glycemie capillaire
1371,"ix0,51eur honeraire de dispensatidn rembsursabies"
1372,tri par libelle
1373,unicancer
1375,(cordarone 200 mg cpr sec piq/30 [it1])
1376, adiaril pdr solution buvable rehydratation 10sach/7g
1377,2) amiodarone chlorhydrate 200 mg comprime
1379,"verneuil sur seine, le lundi 14 juin 2021"
1380,assistance medicale a la procreation
1381,cabinet de dermatologie
1382,{debut}
1383,(acide acetylsalicylique (sel de lysine) 75 mg pdre p solution buvable sach)
1384,etablie pour mr
1385,si vous avez
1386,lynparza 150 mg
1387,1g
1388,ordonnance 
1389,age : 30 ans
1390,"membre dune association de gestion,ie regiement par cheque est"
1391,et abdominale
1392,le lundi 4 ctobre 2021
1393,"4,58"
1395,|dispensation du 23/04/2021 a 15h53m27s
1396,le vendredi 12 mars 2021
1397, flector 1 % gel fi/100g
1398,ordonnance du 10/06/2021 a 1109
1399,absent mercredi et samedi
1400,consultations tous les jours
1401, ou une intolerance au lactose vous nachetez pas le medicament glucagen
1402,identification du patient
1403,(nom de famile (de naissance) suivi du nom dusagre (facultatif et sy a leu)) (a completer par le
1409,e ls
1413,pyridoxine chlorhydrate 10 mg gel (ugle lp))
1418,implantologie
1419,gynecoogieobstetriq
1421,"sil existe, le volet patient de ladite fiche a ete remis par mes soins a ce patient"
1422,assistant specialiste
1423,"ix1,58eur honcraire de dispensaton lie a rage"
1424,ordonnance arthroscanner
1426,le  06/10/2021
1428,depakine chrono (valproate de sodium) 500mg cpr lp sec30
1431,qualifie en chirurgie cancerologique
1433,conventionne secteur 1
1436, et de 14h 30 a 18 h
1439,"5, square dos corolles  92400courbevoie"
1441,(strepsils lidocaine past plq/24)
1442,"62,40"
1444,ne(e) le 27/10/1966
1445,produita perfuser
1446,dispensation du 27/07/2021 (dossier pharmaceutique)
1447,servic
1450,3) gardasil 9 suspension injectable en seringue preremplie
1453,nombre de produits 4
1454,aappical a
1455,atteste que la prescription concernant le patient susvise est conforme aux indications
1456,13700 marigne
1460,la roche le 01/04/2021
1461,"a la connaisance du prescripteur, le patient atil beneficie dune cure de perfusion a domicile ou de"
1462,"4) naphazoline nitrate 0,025 % prednisolone 0,02 % solution p pulv"
1464,chinurgie maxilofaciale
1465,pas de consultation le matin
1467,1) neo-codion adulte : sirop ; 180ml
1468,1 aiguille de huber de type l par perfusion  1 aiguille de huber de secours
1470,?) colecalciferol 100 000 ui/2 ml solution buvable
1472,medecine generale
1474,zisd
1476,voie souscutanee
1479,1- poches sensura mo sexe- 2
1481,du dexpertises medicales
1482,i medicument prescrit
1486,consultations
1487,"meudon, le 28/04/2021"
1488,cerfa
1489,espace sante
1490,2 flacons biseptine 250 ml
1494,medecin generale
1495,centre medical la roche sur yon
1497,chambre implantable catheter central opiccline voie veineuse peripherique
1498,"ironiantssentendent avan ueouction, le chs echeant, de ia iranciise prevue ia"
1501,ancien praticicn hospitalier a lhopital necker
1502,"paris, le 05/12/2020"
1503,"(articles 3131, 4411 et 4416 du code penal, articles l 11413 et l 162114 du code de lasecurite sociale)"
1506,dermoval ccreme
1509,renbo usables
1510,colecalciferol 10 000 ui/ml solution buvable en gte (zymad)
1515,i honraie da medicaments specifiquas
1517,g/dose pdr inhalation fi/120doses )
1523,aom de fumlle (de naiae) uivi du omue tiaruttatif ilye lieu) (a contpleter pur le preripter
1526,de 10 h 30 a 12 h 30 et de 14h 30 a 19 h30
1529,glacage 20 min 3 fois par jour
1530,"membre dune association de gestion agreee, reglement des honoraires par cheque accepte"
1534,poids (27/12/2019) 54 kg
1539,pell plq/30 )
1542,echographie obstetricale et gynecologique paris v
1545,4) lamaline gel b/16
1549,age 32 ans
1550,ordonnance chirurgie refractive
1551,zymad
1552,1nam de famijlefde naksnce) suny du sn dnsagerkrulatrfer sil va hen) fa completer pai de prescrypteur)
1553,praticien
1556,pon a egso freo pells)
1559,prescription sans rapport avec laffection de longue duree (maladies intercurrentes)
1560,nombre de produits  1
1563,"mgntant total 27,57eur"
1564,idenufication du prescripteur
1565,bromazepam myl 6mg cpr b
1567,prix u
1570,"1) naproxene sel de na 550 mg comprime (apranax 550 mgcpr pell sec b/16) (16 comprimes, comprime pellicule"
1571,generiques souhaites(saut mention contraire)
1575,la porte verte gie scannerlrm
1576,vaxelis suspension injectable en seringue preremplie
1577,institut curie hopital
1578,onologe
1581,cente hostalier
1584,lidocaine chlorhydrate 2 mg past
1585,praticien hospitalier
1586,traitement  1mois
1589,femmes  adalescents  meres
1590,"(nom, prenam et identifiant)"
1591,(spagulax pdr eff suspension buvable en sachetdose 20sach)
1592, 3/ danazol (danatrol 200mg gelule 100)
1593,"articles l 3223, 3 et 4, l 3241 et r 16145 du code de la securite sociale"
1596,acetylsalicylique (sel de lysine) 100 mg pdre p solution buvable sach)
1597,"montant rc 9,05eur"
1599,ante dhosptalisation
1601,du lundi au samedi
1603,en cas de douleur
1607,4 helikit n1
1608,idamdaation du ers
1609,tous les jours sauf mercredi
1610,ztraitement c perfuser seui
1611,neurologue
1614,ancien assistant des hopitaux de paris
1615,generiques souhaites (sauf mention contraire)
1616,physiodose sml
1618,t abdomijaie
1620,"sur rdv lundi, mercredi, vendredi"
1623,basc
1625,soins dispenses au titre de lart l 115
1626,escitalopram sdz 10mg cpr
1627,7- flixotide 500mcg diskus pdr inhalation 60 (fluticasone)
1632,imop
1633,10
1634,3 atarax comprime 25 mg
1637,location dun appareil daerosol sonique
1639,femara
1643,efferv (3 boltes)
1644,dentification du patient
1647,messagerie securisee pour les professionnels de
1648,"marignane, le 03/03/2021"
1650,adulte adolescent
1651,"sodium chlorure 0,9 %; voie ophtalmique ; collyre solution"
1652,mardi 05 octobre 2021
1653,"5,97 k"
1655,pediatrie generale et maladies respiratoires et
1656,ne
1658,(primperan 10 mg comprime sec)
1659,92210 saintcloud
1660,identifiant
1663,orl  chirlurgie cervicoeacale
1665,dr f
1667,92140 clamart cedex
1668,patiente 
1670,bromazepam myla 6mg cpr
1671,pole de sante du plateau
1677, une maladie des surrenales
1679,"le 23/08/2021,"
1681,rhumatologue
1683,eidocavia/pilacavio 5/ptehe
1684,signature du prescripteur
1687,dlu en gynecologie de lenfence et de ladolescence
1688,24 ans
1689,n immatriculation (a completer par lassur(e)e)
1691,maladie x
1693, 2 desloratadine bga 5mg cpr (desloratadine 5 mg comprime)
1695,membre dune association de gestion agreee le reglement des honoraires par cheque ou carte bancaire est accepte
1696,pharmacie du pont blanc
1699,2 duo conceptio homme/femme
1700,2 inexium 20mg
1701,les epinettes
1702,consultation sur rendezvous et doctolibfr
1703,le lundi mercredi vendredi
1704,"quiconque se rend coupeble de fraude oude fausse decieration est pessible de penalltes finenciees, demende etlou demprisonnement"
1705,pole de maladies infectieuses
1706,1) lamictal 100mg cpr disp b/30
1709, pas de renouvellement dordonnance pour un tiers absent 
1711,prescription relative au traitement de laffection longue duree reconnue (affection exonerante)
1712,prescriptions sans rapport avec laffection de longue du
1713,tructrice et esthetique
1718,mandbulain
1719,miconazole 2 % ; voie buccale ; gel bucc
1721,prescription relative au traitement de laffection de longue duree rebonnue (liste ou hors liste)
1722,(maladies intercurrente)
1724,qte 1
1725,colecalciferol * 100 000 ui/2 mi ; voie orale ; solution buvable
1727,date de debut de cure  06/10/2021
1729,cadre de sante
1730, acide folique ccd 5 mg cpr plq/90 (acide folique 5 mg cp)
1731,pharmacie de la mairie
1732,n dimmatriculation (a completer par lassure(e))
1733,"gelules, gelule gastroresistante) 1 boite"
1734,1/ alphatocopherol (tocq 500 cap$ 30)
1736,"densitometrie, scanner, irm, radiologie interventionnelle"
1742,"gardasil 9 suspension injectable en seringue preremplie ser/0,5ml2 aig"
1743,solution buvable) 1 boite
1745,3 depaine chrono st
1749,22 prestations/dispositifs medicaux
1755,"radiologie generale et dentaire, conebeam, mammographie, echographie,"
1757,sur rendez vous et consultations libresfernie le samedi
1758,qla libeila identfiant prx u basess hd txr
1760, tixocortol pivalate 1 % suspension p pulv nasal (pivalone 1% suspension nas fl doseur/10ml)
1765,article l 115 du code des pensions militaires dinvalidite et des victimes de guerre
1766,nts
1767,chirurgie orthognathique
1768,lyrica 300mg (pregabaline 300mg)
1769,combigan (timololbrimonidine)collyre f
1770,mercredi 06 octobre 2021 a 09h15
1775,doliprane
1776,consultation privee :
1778,(nam de lamies (as naissance) suvi da ren cutera tacitotsi ei si y t ta cipistar parke jordonhance du 09/06/2021a 1637
1779,1/ prorhinel
1784,assistance publique - hopitaux de marseille
1785,assure(e) (a remplir si la personne recevant les soins nest pas lassurele))
1791,date de naissance du patient  21/05/1944  age  76 ans
1793,"sacubitril 48,6 mg  valsartan 51,4 mg comprime (entresto)"
1794,> paracetamol 1 g comprime (doliprane)
1795,gynecologie
1796,n le matin
1797,ancien chef de cinigseassistant des hopitaunx de paris
1801,accepte la carte vitale
1803,grossesse
1808,1 flacon betadine dermique 125 m!
1810,"clamart, le 03/10/2021"
1812,prescriptions sans rapport avec l affection de lc
1813,2/ zithromax 250 mg
1814,maitre de stage universitaire
1819,prescriptions sans rapport avec laffection de longue durec (maladies intercurrentes)
1821,bromazepam mylan 6mg x30
1825,ordonnance validee electroniquement par docteur e
1828,"boulogne, le 23/o8/2021"
1829,5 x seresta 50mg cpr sec plq/20 34009 3095969 5
1831,cortancyl 20
1833,92360 meudon la foret
1836,"quicongue se renlcoupuble de fraide ou de faisse tkickaration est passible de penulitis finxmcieres, dumenle ernt demprisemmement (orticles 3131 4411 es h16 ttu code penal ei artieles"
1837,non
1840,e i m
1842,identification du presorpteur
1844,ime du parcsection autisme steje
1845,assistants specialistes
1846,"mom, pndnom e venio"
1848,ancien praticien de lhopital cochin
1850,accident du travail ou maladie professionnelle u
1852,traitement pour une duree de 6 mois
1853,"0/06/2021, ord 15/04/2021, cv à la demande"
1859,2 x racecadotril 100mg zen gelul 20
1861,letiquette du patient
1862,1 / plaquenil 200 mg
1863,02 (dci) terbutaline sulfate 500 g/dose pdre p inhal (bricanyl turbuhaler 500
1864,pole do sante du plateau
1866,xenetix 300 ou iopamiron 300
1867,institut du sein
1868,"clamart, le 10/04/2021"
1870,levothyrox 25
1871,specialiste en medecine generale
1872,3 defakne chrorio 50cg
1875,"neurologie, electromyographic"
1877,ordonnance de 4 (quatre ) produit(s)
1880,quiconque se rend coupable de fraude declaration est passible de penalites financieres damende et/ou dempris
1881,lancettes
1883,secable)
1884,(affection exc
1886,nee le 29/01/1965
1888,diplome dimagerie cardiovasculaire
1889,agree ratp  2135 2
1890,bromazepam bio(lexomil)30 comprime
1891,ad035ongue duree
1892,"vous procurer en pharmacie, 48 heures a lavance, (delai de commande a la pharmacie) les produits suivants"
1893,3) lercanidipine chlorhydrate 10 mg comprime
1894,primperan
1897,diu dinjection et de comblement
1902,maxilase 2o0u/ml sirop 125ml
1903,centre de sante de lescaillon
1905,"(ralson sociale du cabinet, de letablisseme"
1907,paracetamol (doliprane/dafalgan) 1000mg gelule voie orale
1910,"membre dune associalion de gestion agreee, reglements par cheques acceptes"
1914,|dispensation du 12/04/2021 a 12h36m07s v
1915,apast centre medical et dentaire adi
1918,ordonnance du 11/0g/2021 a 1029
1924,patient 
1926,arreter tahor
1929,yar intiation dune perfusion a domicile
1931,consultations sans rendezvous
1933,carcinologie
1935,nebivolol 5
1936,debridat 100 mg cpr pell 2piq/15
1937,teleassistance
1938, freestyle libre capteur
1940,membre dune association agreee acceptant a ce titre le reglement des honoraires par carte bancaire ou par cheques
1942,etiquette
1944,prescriptions relatives au traitement de laffection de longuc durce reconnue (liste ou hors liste) (affection exonerante)
1945,"articles l3223, 3 et 4, l 3241 et r 16145 du code de la securite sociale"
1947,pediakid appet/tonus framb sp125ml
1948,centre de sante les epinettes
1949,le pharmacien vous demandera quelle specialite vous preferez - nom international : acetaminophen
1950,centre dimagerie conventionne secteur 2 avec depassement dhonoraire
1951,traitement pour une duree de 4 mois
1954,"membre dune association de gestion agreee, le reglement des honoraires par cheques est accepte,"
1955,ne(e) le 3/06/82
1956,"artides l3223, 3 et 4, l 324let r 16145 du code de la securite sociale"
1957,fin de prescription
1960,monsie
1962,l512523 du csp
1963,"pour confectionner 410 ml dune solution pour bain de bouche, il faut "
1967,lrtide l 3 22 du code de la securite socioale et indiquee sur le releve de prestalions
1974,conditions de prise en charge
1978,tar conv zisd zik
1980,centre durologie de meudon
1982,ancien chef de clinique a la faculte
1983,vaccins des 11 mois
1988, tardyferon 80 mg cpr pell plq/90 (fer (sulfate ferreux) 80 mg cp)
1989,"(ali) eliquis smg( 3400926784102 62,40"
1990,glycerol vaseline paraffi
1995,prescriptions en rapport avec laffection de longuc duree
1998, dafalgan 1000 mg cpr pell plq/8
1999,"128, av viotor lugo"
2000,pathologe articulation temporo
2007,"montant total 27,57eur"
2009,"lundi, mardi et mertredi"
2010,prescription medicale du mercredi 24 octobre 2018
2013,"longjumeau, le 08/06/2021"
2017,versailles
2019,"4411 et 4416 du code penal, articles l 11413 et l 162114 du code de la securite sociale)"
2020,"143,57sur honorare de dspensatron spacifques"
2022,cadre de sanle des consulalions
2024,(signature et cachet du medecin
2025,"> diphterie, tetanos, coqueluche, haemophilus i, polio, hepatite b"
2027,"ordonnance, imprime le 04/10/2021 1903"
2028,ip
2029,chirurge ptastique
2031,du de pediatrie durgences
2032,|5 x seresta 50mg cpr sec plq/20 34009 3095969 5
2033,"sil sagit dun medicament, preciser la forme, le dosage, la posologie, la voie dadministration"
2038,chirurgie plastique
2039,rosuvastatine (zinc) 20 mg comprime (rosuvastatine biogaran)
2041,"0,60eur"
2042,ne le
2043,dci (paracetamol)
2048,(stagid 700 mg cpr sec plq/100)
2051,(affection exonerante}
2052,diplome de la faculte bichat paris vill
2059,paroxetine (chlorhydrate) 20 mg comprime
2062,escitalopram sdz 20mg cpr
2063,ancien chtrurgena finstitrarie
2064,laureat de la faculte de medecine de paris
2065,paroxetine (chlorhydrate) * 20 mg ; voie orale ; comprime
2066,poids 
2067,consultations et visites sur rendezvous
2068,dispensation du 13/07/2021 (dossier pharmaceutique)
2070,21 mg/24h
2071,"libelles au nom du praticien en cas durgence, composez le 15"
2072,diu accueil des urgences en service pediatrique
2080,1 x norset 15mg cpr pell b/30 34009 3445412 7
2081,xylocaine 2%
2084,nombre de medicaments prescrits 2
2092,specialiste car non suivi dans la region
2095,lantus 100/ml solostar stylo 3 mls
2096,hef de sorvice
2097,prestataire ou pharmacien dofficine
2100,"articies l 3223, 3 et 4, 1 324 et r 16115 di code de la securite sociale"
2106,| 1 x esomeprazole biog 20mg
2107,miconazole 2 % ; voie buccale; gel bucc
2112,ancien interne des hopitaux de paris
2113,regime general
2114,institutgurie hopital
2115,un tube
2118,"speciafoldine 0,4mg cpr 28 (acide folique)"
2119,generiques souhaites (sauf mentioncontraire)
2120,lauitale de teuropesn board of ohthalmolony
2123,otorhinolaryngologie
2125,pantoprazole (sel de na) 40 mg comprime gastroresis (pantoprazole sandoz)
2128,| 1 x zymad ampoule 80mui 05ml
2129,vendredi 9h00/18h00
2130,"altachee a lhopital pitiesalpetriere, institut de myologie"
2134,colchicine 1 mg
2138,11 zovirax 200 mg cpr 1pla/25 (aciclovir 200 mg cp) (8 boites)
2141,b/20)
2146,bains de bouche prepares par la pharmacie 
2149,ordonnance de 2 (deux ) produit(s)
2150,non u
2153,formulaire de prescription perfadom
2154,"en cas durgence, composer le 15"
2156,nee le 21/06/1972
2157,"veuillez vous procurer en pharmacie, 48 heures a lavance, les produits suivants "
2162,le mardi 5 octobre 2021
2163,(acte gratuit)
2166,"montant ro 17,92eur"
2167,raticien hospitalier
2171,maladies de la peau et du cuir chevelu
2173,produit
2174,"iispaghul tegument 2,143 g pdre efferv p suspension buvable sach"
2179,audouin best cardot dubosq
2181,faite le : 18/3/2018
2183,recipent undose
2186,"veuillez venir, le jour de lexamen avec votre dossier medical (radiographies, echographies, analyses de"
2187,prednisolone 20 mg
2188,| 2 x tramadol arrow lp 100 arrow gelule 34009 3918566 8
2190,2) conseil 
2193, 3 lignes de prescriptions
2194,khinesitherapeute
2196,prise de rendezvous sur doctomu
2197,terbutaline sulfate 5 mg/2 ml solution p inhal p nebulis (terbutaline mylan 5 mg/2 ml s p inh/nebulis en
2205,mesotherapie
2206,4- kardegic 160mg sachet 30 (acide acetylsalicylique)
2208,orthodontie
2211,medie unents
2213,colposcopie  sterilite
2214,paracetamol 24 mg/ml suspension buvable (doliprane ss sucre)
2217,adjoint au chefde service
2218,de longue duree reconnue (liste o
2219,date de delivrance |
2220,1 hngrare do medicaments remtpusebles
2221,prescriptions relatives au traitement de laffection de longue duree reconnue
2222, kardegic 75 mg pdr so! buvable en sachetdose sach/30 (1 boite)
2225,prescriptions relatives au traitement de iafifection de longue duree reconnue (liste ou hors liste)
2226,crestor 10
2227,1) triafemi cpr 3plq/21
2231,janumet 50mg/1000mg
2234,paracetamol 1 g_
2236,"(raison soclale du cabinet, de letablissement et n am, finess ou siret)"
2243,"3) semaglutide 0,5 mg solution injectable stylo prerempli (ozempic 0,5 mgs injectable en stylo prerempli"
2244,2 place dorion
2246,identification du prescripteur
2249,"diclofenac diethylamine 1,16 % ; voie cutanee ; gel"
2254,du lundi au vendredi
2255,"2 amoxicilline 1 g, comprime"
2257,nfites
2258,reconstructrice et esthetique
2262,ancien assistantspecialiste du centre hospitalier de
2263,ou duree
2265,le mercredi 07 ju
2266, aspegic 100 mg pdr sol! buvable en sachetdose nourrisson 20sach (acide
2267,prescriptions relatives au traitement de laffection de longue duree feconnue (liste ou hors fiste)
2272,femmes adolescents  meres 
2273,serite deparif de pmi
2274,et medecine de la
2276,surrendezvous
2281,calcium 1000
2282,le 2 septembre 2021
2285,"articles l 3223, 3 et 4, l3241 et r 16145 du code de la securite sociale"
2286,prespriptions sans rapport aveetaffectiomde longue duree
2287,ish
2288,chirurgie plastque
2290,2) econazole arrow lp 150 mg ovule lp plq/1 (econazole nitrate 150 mg ovule lp) (1 boite)
2291," set de pose, branchement et debranchernent de diffuseur pour chaque perfusion"
2293,"medicament(s) substituable(s), sauf mention contraire  art"
2294,furosemide 20 mg comprime (furosemide biogaran)
2295,speciafoldine 5
2296,> 6 ans
2297,prise de rendezvous au
2298,9236 meudon
2302,cabinet de medecine generale
2303,"stylo4aig) (stylo, solution injectable) 7 boites"
2305,honosure lie a lage
2306,rgie odontologique
2308,"cette feuille tient lieu dordonnance pour obtenir le ou les produitsdont vous avez besoin, aupres de votre"
2310,apranax 550mg cpr secable 16 (naproxene sodique 550 mg comprime)
2311,mandibulaire
2314,ante des consultations
2320,"membre dune aga, le reglement des honoraires par cheque est accepte"
2321,2 etifoxine 50 mg gelule
2322,1 specialite(s) prescrite(s)
2323,conventionne
2325,fsychiatre
2327,uvedose 100 000uu2ml ampoule buvable 1
2329,1 honeralre de medcaments
2330,bebe
2331,et sur rendezvous
2333,hopitaux
2334,conventionnee secteur 1
2335,ordonnance electronique via
2336,amoxicilline 1 g comprime pellicule dispersible
2338,"articles l, 1223, 1 et 4, i 3241 et r 16145 du code de la securite sociale"
2339,1) amlodipine (besilate) 10 mg gel (amlor 10 mg gel plq/90) (90 gelules) 1 boite
2340,outella
2343,chef de service
2344,consultations sur rendez-vous-
2345,|dispensation du 08/01/2021 a 17h52m13s
2346,"age 9 mois 14 jours poids 8,98 kg"
2347,euphon 300 ml
2351,92140 clarmart
2354,00
2355,amoxicilline teva sante 1 g cprdisp b/14
2356,medecin principal b merat
2360,praticiens hospitaliers
2364,oar 
2368,medecin du sport
2370,chirurgie oculaire
2372,histo prix tracabilite avec hono
2373," fluticasone propionate 0,05 % creme (flixovate 0,05 % crème t/30g)"
2377,ancienne interne et ancienne chef de clinique des hopitaux de paris
2379,prescription relatives au traitement de laffection de longue duree reconnue (liste ou hors liste)
2381,num renouv
2383,maladies allergiques respiratoires
2386,chirurgio maxillafaciale
2388,à renouveler panliae qewaele
2390,part ass
2391,cammentaire prescripteur 
2393,et de 14 ha 18 h du lundi au vendredi
2394,ces medicaments ont un effet sur la vigilance; la conduite automobile est deconseillee
2395,numero le matin :
2396,les papillons blancs de la colline
2398,"membre dune aga, le regiement des honoraires par cheque est autorise"
2399,"membre dune association de gestion, le reglement par cheque est accepte"
2401,reprod ction
2402,| commentaire null
2403,"12, boulevard des nationsunies"
2406,"a diluer dans un peu deau, lait ou jus de fruit"
2409,"1 omeprazole 20 mg, gelule"
2411,cadre de sante des consultations
2414,"(raison soclale du cebinet, de letablissement et nam, finess ou siret)"
2419,jeudi 07 octobre 2021 a 08h30
2420,(affection exonerante)
2421,cardiologue
2422,inhal ( seretide diskus 250 g/50 ug/dose pdr inhalation en recipient unidose 60unid )
2423,cabinet dophtalmologiqie
2424,01 generaliste commentionne secteur 1
2429,consultation sur rendez-vous
2430,| 2 x doliprane 1 000mg cpr 8 34009 3595583 8
2431,rovamycine 3 000 000ui comppelli b/10 et b/16
2432,membre dune association agrece acceptant a ce titre le reglement des honoraires par carte bancaire ou par cheques
2435, salbutamol (sulfate) 100 g suspension p inhal en fl press (ventoline 100 pg suspension inhalation fi/200d)
2436,du de formation medicale continue
2437,ancienne attachee a lhopital cochin
2439,dispensation du 04/01/2021 a 11h46m45s
2441,diffu k 600mg (chl de potassium) gelules
2442,jeudi 9h00/18h00
2447,une boite(s)
2449,rezdechaussee
2451, tagrisso 80 mg
2452,psychologue
2453,serenoa repens fruit extrait 160 mg gel (permixon)
2456,novorapid flexpen
2458,saintlouis
2460,consultations externes
2461,e diffuseur (minimum 30 min)
2462,identite  m
2463,ancien attache en pediatrie
2465,cpr t800
2466,i1 place jean mermoz 92320 chatillon
2470,1000 2296373
2471,"amox/ac cla ivx 500mg/62,5m"
2472,hopital
2474,juluca 50 mmg/25 mg comprime
2476,amailcon
2477,1bu fe nm
2478,dci (spiramycine)
2479," tramadolparacetamol 37,5mg/325mg"
2489,gadovist 1 seringue preremplie de 15ml
2490,01 (dci) fluticasone propionate 250 ug/dose  salmeterol (xinafoate) 50 g/dose pdre p
2491,lefosse
2492,vesicare
2493,ed
2494,foch
2496,recipient unidose 20unid/2ml)
2497,medecin altache
2502,centre commercial karrefour
2507,bains de bouche keal (1 sachet de 1 g dilue dans un verre deau (eau de source ou eau minerale))
2510,glucagen 1 boite 1mg/ml solution injectable
2515,medecine manuelle - osteopathie
2516,obstetrique
2518,diplome interuniversitaire de gynecologie
2520,dispensation du 10/04/2021 a 12h19m00s k
2521,corcos
2522,ancien assislant des hapitaux de paris
2523,17019 la rochelle cedex 01
2525,voie orale ; comprime
2528,(doliprane 500 mg cpr eff 2t/8)
2529,"en cas duigence appelez le 15,"
2536,ni 08/02/2021
2538, en cas de perfusion sur chambre implantable
2540,du dhypnose medicale
2541,1 dosulepine 75 mg
2543,deiranc le
2544,aivmoxicilline 500 mg ; voie orale; gel
2545,identifient
2548,servite det maladiees infectieuses el tropicales
2549,date 01/10/2021
2550,"quiconque se rend coupable de fraude ou de fausse declaration est passible de penalites financieres, damendes et/ou demprisonnement (articles"
2552,gynecologie  obstetrique echographic
2554,posturologie
2555,praticlon hospitaller
2558," paracetamol 24 mg/ml suspension buvable (doliprane 2,4 % suspension buvable sans sucre fi/100ml)"
2559,messagerie cryptee
2561,93170 bagnolet
2566,pathologie articulation temporo-
2567,"alprazolam 0,25"
2568,attachee a lhopital bichat
2571,espace sante la croisee
2573,amlodipine (besilate) * 5 mg ; voie orale ; gel
2575,mardi mercredi matin jeudi
2576,prescriptions relatives au traitement de laffection de lorigue duree reconnue (liste ou hors liste)
2581,lexomil 6mg cpr qsec t/30
2582, eliquis 5
2584,(candesartan cilexetil 4 mg cp)
2587,personne recevant les soins (la ligne nom et prenom est obligatoirement remplic par le medecin)
2590,identification du pharmacien ou du fouruisseur et de la structure dans laquelle il exerce
2591,|dispensation du 21/04/2021 a 12h43m30s
2595,"pointe a pitre, le 12/04/2021"
2596,paracetamol 1 g; voie orale; comprime
